date,hospital_id,hospital_name,hospital_type,city,state,admissions,cholera_cases,typhoid_cases,gastroenteritis_cases,other_cases,bed_occupancy_rate,avg_patient_age,comorbidity_index,hospital_outbreak_flag,tenant_profile
30-09-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,108,9,8,12,46,0.88,27.9,0.89,0,meridian
01-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,116,14,8,18,67,0.94,50.2,0.61,0,meridian
02-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,130,10,16,13,66,0.81,28.2,1.65,1,meridian
03-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,115,12,13,23,60,0.87,20.1,0.96,0,meridian
04-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,119,16,7,10,43,0.87,42.1,1.2,0,meridian
05-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,106,6,15,13,45,0.8,38.0,0.75,0,meridian
06-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,103,12,14,17,45,0.61,46.9,1.39,0,meridian
07-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,107,13,17,21,42,0.81,31.0,1.24,0,meridian
08-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,136,20,10,15,71,0.89,44.1,0.59,1,meridian
09-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,125,12,9,15,50,0.79,39.1,1.13,0,meridian
10-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,129,9,14,12,58,0.51,33.1,0.81,1,meridian
11-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,109,7,12,17,50,0.81,44.8,0.86,0,meridian
12-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,131,11,19,17,46,0.76,37.5,1.02,1,meridian
13-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,104,12,11,16,49,0.88,27.1,0.91,0,meridian
14-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,131,15,8,14,65,0.99,45.4,0.93,1,meridian
15-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,111,7,9,21,56,0.87,23.3,1.08,0,meridian
16-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,120,7,15,12,58,0.72,38.3,0.78,0,meridian
17-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,117,11,8,17,38,0.76,54.8,0.38,0,meridian
18-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,113,12,13,20,63,0.78,31.0,1.39,0,meridian
19-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,117,9,9,11,67,0.82,31.6,0.91,0,meridian
20-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,128,7,17,24,54,0.84,25.8,1.23,1,meridian
21-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,114,6,7,20,60,0.73,34.4,1.0,0,meridian
22-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,118,8,11,13,45,0.77,52.4,1.19,0,meridian
23-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,106,7,16,13,37,0.87,24.6,1.23,0,meridian
24-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,115,13,14,14,66,0.76,43.5,0.22,0,meridian
25-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,114,10,11,12,53,0.73,7.8,0.98,0,meridian
26-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,102,8,16,13,60,0.64,57.0,1.32,0,meridian
27-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,106,6,8,20,56,0.67,23.3,1.16,0,meridian
28-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,123,7,11,18,40,0.76,40.8,0.69,0,meridian
29-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,125,17,9,13,63,0.83,39.9,1.21,0,meridian
30-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,114,8,8,22,44,0.87,54.0,1.22,0,meridian
31-10-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,127,15,10,14,41,0.75,45.0,1.06,0,meridian
01-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,116,12,8,12,37,0.68,37.3,0.96,0,meridian
02-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,116,13,12,15,47,0.89,29.2,1.38,0,meridian
03-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,113,9,13,10,39,0.85,30.1,0.31,0,meridian
04-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,109,10,13,14,33,0.88,52.8,0.1,0,meridian
05-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,120,17,8,10,58,0.7,29.3,0.7,0,meridian
06-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,107,13,13,16,63,0.66,44.4,0.56,0,meridian
07-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,120,14,19,20,49,0.76,42.1,0.41,0,meridian
08-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,121,9,14,22,63,0.79,30.5,1.43,0,meridian
09-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,119,14,14,15,45,0.72,47.0,0.44,0,meridian
10-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,119,8,16,17,70,0.7,40.3,0.69,0,meridian
11-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,116,6,10,21,68,0.79,43.0,0.85,0,meridian
12-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,130,9,14,20,47,0.74,51.6,1.09,1,meridian
13-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,114,13,9,15,43,0.81,18.0,1.55,0,meridian
14-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,118,6,15,16,63,0.72,29.6,1.11,0,meridian
15-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,115,16,16,18,46,0.84,19.6,1.1,0,meridian
16-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,109,15,12,10,40,0.69,45.6,0.66,0,meridian
17-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,102,10,12,18,52,0.74,47.0,1.07,0,meridian
18-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,124,15,17,18,69,0.9,40.7,0.85,0,meridian
19-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,117,7,10,21,59,0.58,49.7,1.03,0,meridian
20-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,132,7,13,18,63,0.86,27.7,0.85,1,meridian
21-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,118,9,10,12,45,0.64,50.9,1.11,0,meridian
22-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,130,12,12,17,76,0.73,33.9,0.56,1,meridian
23-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,117,9,14,21,62,0.81,29.1,0.93,0,meridian
24-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,116,10,15,12,56,0.89,48.3,1.22,0,meridian
25-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,133,9,21,15,45,0.86,37.5,1.18,1,meridian
26-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,104,12,16,14,39,0.88,53.1,1.05,0,meridian
27-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,111,8,17,19,39,0.68,34.4,1.13,0,meridian
28-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,116,8,8,16,50,0.84,52.8,1.07,0,meridian
29-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,119,10,10,20,60,0.68,39.8,1.57,0,meridian
30-11-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,124,12,9,24,53,0.66,42.3,0.66,0,meridian
01-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,118,11,14,19,66,0.83,21.9,1.22,0,meridian
02-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,109,15,16,18,54,0.85,30.8,1.34,0,meridian
03-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,121,14,13,19,54,0.7,43.9,1.03,0,meridian
04-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,102,11,13,15,40,0.54,32.1,1.24,0,meridian
05-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,121,18,15,13,67,0.85,22.2,1.62,0,meridian
06-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,134,9,15,16,52,0.69,42.2,1.29,1,meridian
07-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,130,11,16,23,77,0.94,37.2,1.32,1,meridian
08-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,106,9,12,16,33,0.85,35.6,0.66,0,meridian
09-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,119,15,10,22,60,0.91,34.8,1.15,0,meridian
10-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,125,6,12,11,63,0.8,32.0,1.09,0,meridian
11-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,123,7,12,13,71,0.78,50.4,1.34,0,meridian
12-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,119,16,17,12,49,0.7,42.8,0.98,0,meridian
13-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,111,8,17,13,67,0.75,40.2,0.94,0,meridian
14-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,110,8,9,21,43,0.92,26.2,1.68,0,meridian
15-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,111,6,7,21,64,0.93,30.3,0.46,0,meridian
16-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,106,12,12,15,52,0.57,48.4,0.81,0,meridian
17-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,115,7,11,18,55,0.8,57.0,1.12,0,meridian
18-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,116,13,17,10,41,0.99,39.5,0.47,0,meridian
19-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,124,17,14,13,46,0.69,16.8,1.04,0,meridian
20-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,137,8,16,17,57,0.76,29.6,1.16,1,meridian
21-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,103,13,11,18,53,0.74,43.1,1.05,0,meridian
22-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,118,10,14,16,56,0.8,44.5,1.15,0,meridian
23-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,127,15,9,14,72,0.61,35.3,0.95,0,meridian
24-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,115,12,16,17,64,0.76,44.0,1.14,0,meridian
25-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,120,10,10,23,69,0.64,44.0,0.3,0,meridian
26-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,125,15,20,14,43,0.63,39.5,0.39,0,meridian
27-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,110,10,18,10,60,0.74,36.8,0.44,0,meridian
28-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,117,6,14,12,49,0.79,27.7,1.46,0,meridian
29-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,121,18,19,23,69,0.75,33.9,0.91,0,meridian
30-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,114,8,16,22,51,0.66,41.7,1.17,0,meridian
31-12-2025,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,121,8,14,17,71,0.86,47.7,1.7,0,meridian
01-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,99,15,11,19,36,0.74,31.7,1.77,0,meridian
02-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,102,11,16,9,59,0.79,48.9,1.05,0,meridian
03-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,130,10,18,20,45,0.58,37.9,0.84,1,meridian
04-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,122,9,14,11,39,0.57,39.0,0.93,0,meridian
05-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,107,7,13,13,45,0.71,24.4,1.2,0,meridian
06-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,115,16,17,18,55,0.7,41.6,0.41,0,meridian
07-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,122,7,18,17,44,0.97,11.9,0.89,0,meridian
08-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,118,15,14,15,57,0.68,40.7,1.32,0,meridian
09-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,113,15,8,14,58,0.76,39.5,1.34,0,meridian
10-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,117,8,17,20,68,0.78,35.5,0.62,0,meridian
11-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,131,15,13,20,45,0.85,32.0,1.49,1,meridian
12-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,106,8,11,12,45,0.65,33.3,0.9,0,meridian
13-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,132,14,12,11,55,0.88,45.7,0.95,1,meridian
14-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,102,8,14,15,49,0.79,40.4,1.05,0,meridian
15-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,108,7,16,13,45,0.95,37.9,1.24,0,meridian
16-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,118,8,12,17,70,0.67,33.8,1.07,0,meridian
17-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,106,8,11,9,57,0.8,23.5,0.36,0,meridian
18-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,108,15,7,20,42,0.78,42.5,0.46,0,meridian
19-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,110,15,14,17,33,0.89,41.4,0.85,0,meridian
20-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,112,14,10,17,65,0.86,36.2,0.96,0,meridian
21-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,125,10,11,14,69,0.99,43.5,1.15,0,meridian
22-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,119,11,9,15,41,0.81,35.2,0.8,0,meridian
23-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,110,13,14,10,38,0.76,23.0,1.21,0,meridian
24-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,129,14,10,21,46,0.7,23.8,0.75,1,meridian
25-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,113,12,9,15,49,0.86,41.9,0.1,0,meridian
26-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,106,9,13,9,63,0.77,24.7,0.87,0,meridian
27-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,116,6,17,18,39,1.0,15.6,1.56,0,meridian
28-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,122,6,19,17,41,0.8,36.8,1.35,0,meridian
29-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,119,9,8,23,43,0.65,25.3,0.94,0,meridian
30-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,104,8,11,17,41,0.74,31.7,1.01,0,meridian
31-01-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,117,10,16,12,62,0.74,29.2,1.57,0,meridian
01-02-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,115,14,11,19,59,0.8,39.1,0.83,0,meridian
02-02-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,118,10,14,23,41,0.75,37.9,0.82,0,meridian
03-02-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,116,7,16,17,41,0.7,21.2,0.95,0,meridian
04-02-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,113,13,12,18,62,0.7,27.5,1.48,0,meridian
05-02-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,118,10,18,15,37,0.81,20.1,1.21,0,meridian
06-02-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,124,11,8,23,57,0.96,39.2,0.75,0,meridian
07-02-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,115,17,8,22,67,0.59,44.4,1.46,0,meridian
08-02-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,115,10,11,10,69,0.73,34.6,1.17,0,meridian
09-02-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,119,16,15,14,41,0.61,40.4,1.09,0,meridian
10-02-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,120,18,7,13,45,0.85,45.8,1.4,0,meridian
11-02-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,108,6,10,12,43,0.82,40.4,0.97,0,meridian
12-02-2026,MER_VISAKHAPATNAM_EAST,Meridian Health — Visakhapatnam - East,private,Visakhapatnam - East,Visakhapatnam,123,13,17,22,47,0.82,45.3,0.79,0,meridian
